axon-0average-points-error,axon-1average-points-error,axon-2average-points-error,axon-3average-points-error,axon-4average-points-error,axon-5average-points-error,axon-6average-points-error,axon-7average-points-error,axon-8average-points-error,axon-9average-points-error,axon-10average-points-error,axon-11average-points-error,axon-12average-points-error,axon-13average-points-error,axon-14average-points-error,axon-15average-points-error,axon-16average-points-error,axon-17average-points-error,axon-18average-points-error,axon-19average-points-error,axon-20average-points-error,axon-21average-points-error,axon-22average-points-error,axon-23average-points-error,axon-24average-points-error,axon-25average-points-error,axon-26average-points-error,axon-27average-points-error,axon-28average-points-error,axon-29average-points-error
1.93047501438,1.97495943573,2.06295990701,3.24451668281,2.71706515153,13.9649112888,1.94109261449,2.59458458096,2.97020831957,2.42407305587,3.45025942167,3.30429197936,9.76566400386,3.4213901199,10.0368124794,nan,5.47730416562,nan,1.93770761625,1.68189085099,nan,3.89473326349,2.82811641583,3.70827583847,2.7184977037,2.68196910398,2.30492734034,1.87399801615,1.92278665486,nan
2.09885015975,2.00014568115,1.94900063136,3.12465250965,2.64836596574,13.7098404958,2.22956350577,2.59611393402,3.37026522602,2.39764986761,3.58926239235,3.20779199243,9.69147898905,2.86326239261,9.70057433742,nan,5.35695860702,nan,1.87600752681,1.67183686876,3.08624453375,3.39800553135,2.83033823794,3.90852694665,2.46433396132,2.66285317412,2.23143983197,1.7932638218,1.96245315106,nan
2.09649336415,1.96786830148,1.99176935098,3.29045259707,2.41596919766,13.2821692426,2.19338871635,2.6527897807,3.25663724261,2.4032105263,3.76613173515,3.27154282264,9.62201758257,2.81735855701,9.36060697924,11.7523148339,5.14311045434,nan,1.85255432622,1.71442271621,nan,3.43795560058,3.0676432977,4.14250811985,2.36882739843,2.56801057961,2.23143983197,1.79140290157,1.97947267878,2.50164070708
2.22091341075,1.58176874029,2.02310926603,3.392062204,2.49772738157,12.8355813275,2.37612082501,2.51501573407,3.39713277591,2.3254480241,3.71256583971,3.0331436892,9.69526372759,2.85182494153,9.39563332456,11.4296928123,5.22598135631,nan,1.87157743404,1.65155048918,nan,3.4218493059,3.22619010044,3.91872720467,2.69014727544,2.5428650709,2.2038115343,1.75628461362,1.72409476768,nan
2.23673804632,1.64610905043,2.03049274019,3.50780774455,2.44541297295,12.4696345283,2.06251053064,2.58047327863,3.24260694964,2.38725637476,3.74124338798,2.9968915711,9.60511885647,3.08499910101,8.86906557837,11.2733464107,5.3115180756,nan,1.85869021094,1.65699761625,nan,3.62304875388,2.95827192117,3.88191227161,2.72156196662,2.52091103318,2.24406534772,1.77131639222,1.77336596911,2.14509653924
2.16072829735,1.74200132927,2.01498543584,3.43664364314,2.37663494778,nan,2.00499757541,2.60865153484,3.13045126562,2.16884843081,3.62882831397,2.87314893406,9.33608293329,3.00647309944,8.87278556411,11.1757555969,5.08202398908,nan,1.92346271368,1.66303790737,nan,3.44782401499,2.75981591924,3.768075112,2.6554288766,2.37266669845,2.27301876861,1.76303884591,1.68667594221,2.39964017023
2.27177906029,1.82956722583,1.96569803944,3.51167587957,2.43540798213,11.6418409713,2.37035802529,2.49940734802,2.57817274034,2.22544940321,3.71421987512,2.79198012302,9.52304783546,3.21777511718,9.19429625152,11.3467938761,5.11640337656,nan,1.93028883593,1.6703658815,nan,3.43705017348,2.77626820885,3.65298348348,2.72214564408,2.43986775442,2.31067943991,1.79701477836,1.67563124425,2.21768727108
2.10195984701,1.82278861608,2.00566162642,3.46968970633,2.40353833127,11.1738277095,2.38137515207,2.24910252557,2.4734175476,2.30596049644,3.72807700915,2.72756643664,9.38306899294,3.02432277503,9.52718045533,11.4185317541,5.11981747242,nan,2.00778718104,1.65730410175,nan,3.53247998507,2.62239846713,3.56449071129,2.88781604095,2.56200796689,2.37931224924,1.86160154973,1.61378216287,2.13999020234
1.88202028913,1.87801036716,2.03714126915,3.23066178036,2.45067082623,10.3764758241,2.65226644907,2.11880732863,2.50339194577,2.67213890414,3.75042782488,2.71337000215,9.24378700302,3.21954857195,9.65628156042,11.4185317541,5.43136710102,nan,2.14558522815,1.8453040915,nan,3.66716352555,2.5055028878,4.06754516964,2.74533125257,2.47547005828,2.37780443027,1.85381061592,1.65189363056,2.20158048292
1.69214875726,1.97105142325,2.07259806285,3.1119292987,2.43001100632,10.3764758241,2.52358816222,2.06193992269,2.4323529551,2.51226111273,3.72584022905,2.5906569813,9.00938488916,2.77778352999,9.41736855809,11.9169730716,5.40781687658,nan,2.16189627152,1.81533757075,nan,3.52405785612,2.66424493846,4.26644018999,2.8075182134,2.43678225605,2.33079221051,1.93683198409,1.60239145823,2.40754782468
1.73747938491,1.84876392468,2.05533981139,3.04209303769,2.47697191241,10.839451642,2.50955186172,2.20100023792,2.39345311856,2.73975725913,3.74128070366,2.66256853241,8.75907057557,2.8761493562,9.313132762,nan,5.06755056337,nan,2.17257295165,1.83787514785,nan,3.5871806613,2.85018438397,4.40673066565,2.7308786142,2.35891641867,2.38746447506,1.91018142137,1.53947018182,2.47533122904
1.73476838483,1.73842766094,2.01067952455,3.04925987123,2.44993503513,10.737620197,2.44356798611,2.0206617403,2.37641297392,2.97305509819,3.952057894,2.89377679872,8.71686896185,2.90770460265,8.82308594408,12.5869507228,5.2144809978,nan,2.25126733754,1.78937271034,nan,3.77409819002,2.94003267817,4.6973019853,2.89160997858,2.26391897665,2.48318173346,2.06437252891,1.62033992351,2.09008434937
1.63603318048,1.69124101113,2.06261962961,3.10025538202,2.29650697604,10.6313005851,2.41770915343,2.03207688507,2.5383006413,2.94447644702,3.91250538148,3.15607326751,8.44266797661,2.83782510711,8.68033442612,12.5743682583,5.46264821224,nan,2.16936366975,1.89088284042,nan,3.47161341257,3.11982472441,5.3816284443,2.80072527619,2.44498061155,2.65157871645,2.05401700223,1.56523882973,1.96684436037
1.63243713513,1.70145789052,1.94734320429,3.02935000134,2.3163980562,11.3491275265,2.62413958202,2.15893662873,2.53631425814,3.05859144516,3.9365268526,3.26008385665,8.42634119996,3.04588433084,8.35838970177,nan,5.69674807422,nan,2.14971408139,1.89577637533,nan,3.61953585992,3.43972975496,5.40727292273,2.71170397959,2.37796726461,2.61604282289,2.01408632251,1.51743917469,2.22328199073
1.62376387337,1.56208063193,1.88848151272,3.11775950484,2.20409667107,11.3881796866,2.41673607401,2.19465163485,2.08619254995,3.16566726355,3.88698645767,3.12321040888,8.21172260013,3.07395020349,8.29495424104,nan,5.79782479675,nan,2.06645508867,1.72145330818,nan,3.8827281505,3.73187669499,5.2094941347,2.57278784443,2.47636859787,2.75112391962,2.02923037277,1.43542235482,2.40270121173
1.64717359878,1.95780186903,1.80080842724,3.10408275509,2.260242913,11.1393984806,2.54686514788,2.04441001314,2.19880799768,3.2563698745,3.92426272351,3.47571050624,8.17425643342,3.038708019,8.1496241824,nan,5.89734002327,nan,2.1101848481,1.60684150236,nan,3.32079586717,3.64329121805,5.43977647737,2.74884095021,2.55768869205,3.03431287123,2.0851473402,1.37717185286,2.45096914742
1.67488784373,2.08232441092,1.88116212307,3.03001799358,2.32561302283,10.8180199978,2.86455117296,2.06187411631,2.34638113151,3.19769276137,3.71711471733,3.90927858825,7.88026957908,2.93634931678,8.55276386264,nan,5.98099555862,nan,2.06635556927,1.52767754686,nan,3.07566290214,3.49312420297,5.14542074779,2.81240697602,2.4687732611,3.12074903067,2.15916727368,1.31013361517,2.51551790711
1.72424361457,2.0400654789,1.66078015932,2.82859141743,2.3150688187,10.7059785436,2.8312809108,2.12773852453,2.24338450603,3.07218797658,3.61091658632,4.071580719,7.80727684746,2.99202581446,8.21442237518,nan,6.35909280011,nan,1.91188826561,1.47102299876,nan,2.89649622383,3.56084250497,5.21223249206,3.04829474856,2.21617474618,3.19642772931,2.26839510911,1.35346318021,2.41909929355
1.67381917099,2.02385894055,1.65512203631,2.83205354348,2.35837943629,10.2649407045,2.97351941858,2.02405276652,2.08594384488,3.13770961488,3.70515188136,3.89615311391,8.35493499801,2.96969624578,7.99554298048,nan,6.15113715131,nan,1.8262176888,1.44126220695,nan,3.26854630142,3.41079740743,5.27852647306,2.89716832711,2.29505020201,3.40302865273,2.38265015312,1.4034065187,2.3308107564
1.86417877611,1.90200375757,1.87969171342,2.52651084241,2.32358777749,9.47015409158,2.61848897332,1.93580509795,2.0644789216,3.6079995159,3.51398269929,4.30715007763,8.37700096546,2.76797504649,7.67260383287,nan,6.03767185992,nan,1.76304084896,1.46944030774,nan,3.83969483061,3.25244828494,5.1116393222,3.21679935569,2.32705833386,3.38759588701,2.47371622258,1.38899999704,2.37919664146
1.95063211846,1.80155055248,1.79280466767,2.83699557045,2.39010985235,9.12334396599,2.54017418711,2.04019463346,2.16472504158,3.43785805297,3.3913621781,4.12673582303,8.1652376563,2.72906121265,7.84532098671,nan,5.77323870008,nan,1.67131392803,1.46421993213,nan,nan,3.06878674715,4.95467308024,3.31256762023,2.14325047554,3.2915647117,2.49996766643,1.37570281612,2.34595049193
1.87157991077,1.69337008056,1.81380974449,2.88893841878,2.28532949259,9.6975451852,2.12070128486,2.14841638306,2.04720933238,3.20547244124,3.36484592061,4.51759973785,7.98772171709,2.72611945974,7.85190226429,nan,5.39824692849,nan,1.63316578813,1.41320391164,nan,nan,3.07979589905,4.83701354406,3.24062525142,2.6891966132,3.09590411701,2.47909591562,1.60910595305,2.25946272155
1.87852294456,1.56857219044,1.82096842995,2.73897582858,2.22580245035,9.39003596225,2.25910152165,2.05864949574,2.0128052202,3.20668472189,3.46459393131,4.24543078225,7.65393049426,2.68633122445,7.77512520636,nan,5.39397138097,nan,1.6629901549,1.53526464868,nan,nan,2.91319089533,4.9271101512,3.28502083219,2.51066643444,3.04781090688,2.41481356881,1.72376942974,2.36675469437
2.0012858604,1.58387343833,2.04391667528,2.80377735788,2.11467957769,9.65509878244,2.05931276299,2.16265702086,2.03648552536,3.08439416075,3.52408437225,4.06865467122,7.35406049045,2.64614839243,8.55242832965,nan,5.05116788271,nan,1.65257629278,1.5748362233,nan,nan,2.64586377258,4.77424175239,3.13358144347,2.36774698377,3.06340680002,2.36503143041,1.63982659305,2.45145645649
2.14399088208,1.67120595554,2.03155247317,2.82801129249,2.20209658058,9.20397544333,2.08791445075,2.37206075879,2.06441002886,3.01219349455,3.65298795722,4.00450090354,6.68853928428,2.58139506319,8.62657115118,nan,5.3008765922,nan,1.6610537496,1.503826159,nan,3.59339702077,2.63533015558,4.5451133101,3.01664481513,2.30185389869,3.0003748073,2.34363041459,1.63168464559,2.4695602528
2.18399158014,1.43337112614,2.09562312707,2.93594771914,2.04452144112,9.9688012745,2.1594537091,2.31365878513,1.95639388344,2.97012016297,3.51562042041,3.97461213148,6.59755304158,2.51356656623,8.67356681712,nan,5.24916014707,nan,1.60511153659,1.53239088489,5.55019132146,3.17127254877,3.09146921698,4.9823098842,2.98135079153,2.40031874844,3.14208761593,2.31181625802,1.60443353292,2.59925269958
2.31765142496,1.39147898364,2.27230061896,2.729073015,2.16281094964,nan,2.28948049796,2.30336346555,1.9242351574,3.20481774436,3.54557204301,3.81760807513,6.73578456982,2.50705397999,8.51044425924,nan,5.26433109688,nan,1.65749272183,1.312887099,nan,3.52376212398,3.05662353951,4.93660983456,3.24629507983,2.46447841849,3.18648905108,2.21818273226,1.41720273725,2.66942161724
2.3799747608,1.53647115226,2.33543609641,2.79897867056,2.17127060568,9.36762886954,2.24301384145,2.33561349253,1.86371333663,3.04350491477,3.38186861023,3.89695291137,6.27895687259,2.57816837817,8.37729478491,nan,5.23994134693,nan,1.66249037772,1.40689975485,nan,3.4395858063,2.7589295085,5.0968522612,3.0545912169,2.07076681862,3.13153774474,2.12160035737,1.40301937738,2.57614735514
2.57356984161,1.54241093533,2.27634556043,2.82019971783,2.09025467873,9.40578962606,1.97516240237,2.2322670071,1.79171878487,3.33252418137,3.26950538993,4.06993754431,6.41669162228,2.31739438253,7.85276290857,nan,4.56114866717,nan,1.57902083888,1.38218748109,nan,3.42217285832,2.53825991676,5.214982218,3.14078947752,2.07903743634,3.21914457997,2.03659030845,1.45104491098,2.50612715927
2.26944028392,1.46448851396,2.24052683088,2.83535380566,2.02538529045,9.46398717731,1.88703609261,2.09415976836,1.71936927483,3.15782566361,3.01460943322,4.1225445297,6.42235955665,2.33031846789,7.55030884128,nan,4.32320230852,nan,1.68517227155,1.31246448871,nan,3.36290523319,2.39962560522,5.35848447998,3.09162527649,1.95107497738,3.31474026677,2.01998360864,1.40129184284,2.40537255355
2.25345800715,1.30098756066,2.37991071376,2.88972393558,1.99487431805,8.92699463975,1.86323829371,2.15757479457,1.64937759287,3.0321495515,2.98088645259,4.11513534121,6.52067597043,2.30941346845,7.08721071184,nan,4.5443898174,nan,1.66025147275,1.34369672523,nan,3.97226008161,2.30049011744,5.58482235871,3.21244535312,1.94564217995,3.33455256674,1.92783421113,1.28269328323,2.494261503
2.10378739477,1.20265908067,2.63071211231,2.97265447122,2.10362995118,8.61271961329,1.85887534602,2.34911034087,1.66333834347,3.2705617768,3.02309333838,3.48958063833,6.65750326912,2.2430413259,7.00059325374,nan,4.81281458705,nan,1.73087535843,1.30586617892,nan,3.85396841524,2.09410688859,5.46004462015,3.39558181546,2.53294405021,3.0468872492,1.96019833652,1.28129232911,2.56385522905
1.77281181448,1.35868909677,2.721579665,2.97572102731,2.04484592753,8.23894960119,1.99678887536,2.43038359293,1.62861813271,3.66558363833,2.88630136589,3.69069422418,6.0138036899,2.18536399374,6.94892492218,nan,4.60837783006,nan,1.76209519926,1.38214941526,nan,3.36422896896,2.21006401139,5.14511716867,3.127462398,2.3664033006,3.19150203685,2.07595821752,1.17940210535,2.59197229316
1.74872274321,1.34678892352,2.67067865416,2.93476305711,2.0605832394,8.27308196879,2.07479617757,2.39256578304,1.63305856721,3.51987284963,2.8195650705,4.14045958163,5.57311482673,2.42499563761,7.0022147156,nan,4.40024117018,nan,1.85543812058,1.52620354658,nan,3.35400035216,2.24004511813,5.23250898462,3.26814101003,2.29459083145,3.04695384227,2.35133079151,1.27112257376,2.74569748034
1.69908379949,1.4083266786,2.89937110218,2.87972547242,2.05892657562,8.10762899259,2.17132420136,2.58060962164,1.62105608159,3.21974236642,2.82197139673,4.19976905772,5.31008697309,2.09565428221,6.9551345433,nan,4.24347532076,nan,1.88950655731,1.55617248856,nan,3.3221611928,2.11625194904,5.0065765458,3.22296436536,2.44804962814,2.91142904068,2.4086043432,1.27418966846,2.80731076564
1.70175038916,1.55674734987,2.85580781471,2.87405482715,2.04563520483,8.53159168143,3.17042257371,2.49018402088,1.62238937233,3.20920573265,2.74235930429,4.15539956368,4.7615565636,2.22100555447,6.70213056296,nan,4.04828866606,nan,1.85529988982,1.55967638378,nan,4.29270034121,2.29887931764,5.03422485213,3.06698954475,2.40117942575,2.83380455553,2.52561439834,1.30165573024,2.72001804294
1.70836063483,1.59577127849,3.22315673583,2.9051745972,2.07304803168,8.99930017511,3.23707735196,2.41937078859,1.83037557408,3.17345836126,2.61528905325,4.02852621601,4.53054060385,2.25342904959,6.95129059225,nan,3.74877371058,nan,1.84943427509,1.53360015838,6.51520794696,4.21161343153,2.37623649515,5.05418650337,2.90374125431,2.40945979268,2.77843354015,2.52860085493,1.36608151835,2.5622883539
nan,1.64272669146,3.04967892318,3.08425642985,2.06070326279,9.04798815354,3.23917715914,2.21375209741,1.87111067709,2.96320153298,2.66513646384,4.20056700877,3.54958361839,2.54093296854,6.84960912029,nan,2.97969378291,nan,1.84797974547,1.50473423848,7.28078917332,4.72568022812,2.01898009384,5.01594345259,2.67904170872,1.84285434349,2.73822566547,2.5866955803,1.51455820741,2.46187953048
1.87303841321,1.72802358868,3.22267378417,3.19740774189,2.03934933501,9.65491375125,nan,2.08298717108,1.95218691017,2.94234187053,2.62565792933,3.98172916606,3.56329948141,2.63324799525,6.47994247189,nan,2.64524695869,nan,1.95845123694,1.49045922753,7.01931640324,5.2723155023,2.07014822418,4.97276066715,2.93994470006,1.84547149868,2.68335925893,2.46575059845,1.49054571904,2.46414281538
nan,1.72811929184,3.08495242207,3.46495517834,1.96569250296,9.98522689757,nan,1.96344999308,2.13073411878,2.90763236625,2.73391029511,3.22603515217,3.21186163891,2.33405233851,6.49506471504,nan,2.69492555467,nan,1.93646011214,1.35133425187,nan,5.14725538821,2.00852845762,4.77999429647,2.92153342128,1.86144605164,2.54702927977,2.49220747441,1.58537505148,2.40840337809
nan,1.70923464125,2.78206291724,3.57795078297,1.95232026222,10.3969036933,nan,2.05152939574,2.24883111588,2.95452460352,2.67540248644,3.59125728474,2.97961785696,2.49971374522,6.37134370917,nan,2.90302687935,12.9852880978,1.95800270746,1.36276959562,nan,4.92831899093,1.96332331121,5.0085774956,2.64152993581,1.5558403999,2.49129015074,2.47447423029,1.56126783361,2.41112628876
